7490,0.7390798,Iraq_BarhamSalih,Iraq
7464,0.66944826,Iraq_BarhamSalih,Iraq
9582,0.6650615,Kuwait_@Haya_abdulsalam,Kuwait
7483,0.66248107,Iraq_BarhamSalih,Iraq
7455,0.6571604,Iraq_BarhamSalih,Iraq
8854,0.654736,Kuwait_@altwaimi1976,Kuwait
7493,0.6524063,Iraq_BarhamSalih,Iraq
3488,0.63325346,Egypt_Elmo_27,Egypt
7481,0.6302161,Iraq_BarhamSalih,Iraq
7465,0.6290533,Iraq_BarhamSalih,Iraq
8867,0.62598866,Kuwait_@altwaimi1976,Kuwait
7456,0.62223405,Iraq_BarhamSalih,Iraq
7484,0.61096644,Iraq_BarhamSalih,Iraq
7485,0.6046304,Iraq_BarhamSalih,Iraq
11285,0.58979845,Lebanon_HaririAMay,Lebanon
7488,0.58783567,Iraq_BarhamSalih,Iraq
7461,0.5871736,Iraq_BarhamSalih,Iraq
7478,0.5800326,Iraq_BarhamSalih,Iraq
7649,0.5725646,Iraq_Erbil_iq,Iraq
7487,0.5703937,Iraq_BarhamSalih,Iraq
7447,0.5630083,Iraq_BarhamSalih,Iraq
8864,0.5629339,Kuwait_@altwaimi1976,Kuwait
8859,0.5628919,Kuwait_@altwaimi1976,Kuwait
9915,0.5606571,Kuwait_@Kw__10,Kuwait
7450,0.5493326,Iraq_BarhamSalih,Iraq
7489,0.5488441,Iraq_BarhamSalih,Iraq
7457,0.5480906,Iraq_BarhamSalih,Iraq
11290,0.54282945,Lebanon_HaririAMay,Lebanon
7466,0.5415835,Iraq_BarhamSalih,Iraq
920,0.53975344,Almoslemani,Egypt
8914,0.5265782,Kuwait_@Alwashi7i,Kuwait
7444,0.524025,Iraq_BarhamSalih,Iraq
7486,0.5150676,Iraq_BarhamSalih,Iraq
7452,0.5145767,Iraq_BarhamSalih,Iraq
9319,0.5105765,Kuwait_@drjasem,Kuwait
7477,0.50769717,Iraq_BarhamSalih,Iraq
11288,0.49353006,Lebanon_HaririAMay,Lebanon
7471,0.48824817,Iraq_BarhamSalih,Iraq
7451,0.4857695,Iraq_BarhamSalih,Iraq
7476,0.4849576,Iraq_BarhamSalih,Iraq
11293,0.48402277,Lebanon_HaririAMay,Lebanon
11295,0.47709203,Lebanon_HaririAMay,Lebanon
7472,0.47172624,Iraq_BarhamSalih,Iraq
11287,0.47137618,Lebanon_HaririAMay,Lebanon
7445,0.46099937,Iraq_BarhamSalih,Iraq
7460,0.4605,Iraq_BarhamSalih,Iraq
9527,0.45237643,Kuwait_@hamedzaidq8,Kuwait
8374,0.45080927,Kuwait_@3bood_boushehri,Kuwait
9535,0.44718736,Kuwait_@hamedzaidq8,Kuwait
8878,0.44577125,Kuwait_@altwaimi1976,Kuwait
3492,0.44557384,Egypt_Elmo_27,Egypt
8892,0.44360322,Kuwait_@altwaimi1976,Kuwait
7482,0.4398894,Iraq_BarhamSalih,Iraq
9524,0.43940148,Kuwait_@faisalalmuslem,Kuwait
11286,0.43925196,Lebanon_HaririAMay,Lebanon
4581,0.43638095,Egypt_MoezMasoud,Egypt
8525,0.43289384,Kuwait_@7madms,Kuwait
8868,0.43279296,Kuwait_@altwaimi1976,Kuwait
10925,0.42572495,Lebanon_CAROLE_SAMAHA,Lebanon
7479,0.42466113,Iraq_BarhamSalih,Iraq
10932,0.42287996,Lebanon_CAROLE_SAMAHA,Lebanon
8860,0.42078376,Kuwait_@altwaimi1976,Kuwait
11289,0.41951254,Lebanon_HaririAMay,Lebanon
7462,0.41929007,Iraq_BarhamSalih,Iraq
7491,0.41633272,Iraq_BarhamSalih,Iraq
8863,0.41357824,Kuwait_@altwaimi1976,Kuwait
7446,0.4120822,Iraq_BarhamSalih,Iraq
3481,0.41129822,Egypt_Elmo_27,Egypt
8397,0.40633017,Kuwait_@3bood_boushehri,Kuwait
7449,0.4027139,Iraq_BarhamSalih,Iraq
8845,0.40219945,Kuwait_@altwaimi1976,Kuwait
9440,0.39937478,Kuwait_@Essa_Ramadhan,Kuwait
7651,0.3970116,Iraq_Erbil_iq,Iraq
7653,0.39505458,Iraq_Erbil_iq,Iraq
9918,0.39296502,Kuwait_@Kw__10,Kuwait
8913,0.3921228,Kuwait_@Alwashi7i,Kuwait
7473,0.39205697,Iraq_BarhamSalih,Iraq
8526,0.3914285,Kuwait_@7madms,Kuwait
11294,0.38826016,Lebanon_HaririAMay,Lebanon
9443,0.38742173,Kuwait_@Essa_Ramadhan,Kuwait
9526,0.38667753,Kuwait_@hamedzaidq8,Kuwait
7448,0.38156456,Iraq_BarhamSalih,Iraq
9912,0.3815395,Kuwait_@Kw__10,Kuwait
8856,0.3811733,Kuwait_@altwaimi1976,Kuwait
9927,0.3800189,Kuwait_@Kw__10,Kuwait
3494,0.37991512,Egypt_Elmo_27,Egypt
2232,0.3794793,Egypt_alnagar80,Egypt
7654,0.37677333,Iraq_Erbil_iq,Iraq
9574,0.37372085,Kuwait_@Haya_abdulsalam,Kuwait
9559,0.37064487,Kuwait_@hamedzaidq8,Kuwait
8869,0.3699478,Kuwait_@altwaimi1976,Kuwait
9525,0.36988834,Kuwait_@hamedzaidq8,Kuwait
4834,0.3698646,Egypt_naderbakkar,Egypt
7470,0.36723468,Iraq_BarhamSalih,Iraq
10926,0.36456752,Lebanon_CAROLE_SAMAHA,Lebanon
7492,0.36432672,Iraq_BarhamSalih,Iraq
11193,0.36363176,Lebanon_Gebran_Bassil,Lebanon
9528,0.36339325,Kuwait_@hamedzaidq8,Kuwait
7650,0.36052012,Iraq_Erbil_iq,Iraq
9923,0.35851052,Kuwait_@Kw__10,Kuwait
7652,0.35765046,Iraq_Erbil_iq,Iraq
7233,0.3556783,Yosraellozy,Egypt
9917,0.35412472,Kuwait_@Kw__10,Kuwait
10931,0.35387573,Lebanon_CAROLE_SAMAHA,Lebanon
8380,0.3512566,Kuwait_@3bood_boushehri,Kuwait
8861,0.3505696,Kuwait_@altwaimi1976,Kuwait
9137,0.35045135,Kuwait_@DrAlmutawa,Kuwait
7469,0.34998244,Iraq_BarhamSalih,Iraq
9919,0.34963876,Kuwait_@Kw__10,Kuwait
8529,0.34853444,Kuwait_@7madms,Kuwait
3896,0.34707814,Egypt_Hamaki,Egypt
3069,0.34096667,Egypt_Donia,Egypt
9138,0.34053904,Kuwait_@DrAlmutawa,Kuwait
7454,0.33998567,Iraq_BarhamSalih,Iraq
9914,0.3387401,Kuwait_@Kw__10,Kuwait
9928,0.33635473,Kuwait_@Kw__10,Kuwait
