1239,0.60046625,amrdiab,Egypt
1719,0.57932603,Donia,Egypt
4177,0.5771951,Egypt_HamzawyAmr,Egypt
5191,0.5736934,Egypt_trikaofficial,Egypt
3740,0.5716258,Egypt_Geddo,Egypt
1721,0.5715602,Donia,Egypt
1233,0.5596728,amrdiab,Egypt
771,0.55833983,abdrhmanabnody,Egypt
4162,0.55556655,Egypt_HamzawyAmr,Egypt
5194,0.55263734,Egypt_trikaofficial,Egypt
5184,0.54812974,Egypt_tamerhosny,Egypt
5188,0.5449289,Egypt_trikaofficial,Egypt
4164,0.5441588,Egypt_HamzawyAmr,Egypt
5190,0.5408293,Egypt_trikaofficial,Egypt
1245,0.53955007,amrdiab,Egypt
4187,0.5361746,Egypt_HamzawyAmr,Egypt
1726,0.5340501,Donia,Egypt
1715,0.53327537,Donia,Egypt
9230,0.53279567,Kuwait_@DrAlnefisi,Kuwait
5189,0.52951443,Egypt_trikaofficial,Egypt
5197,0.5262581,Egypt_trikaofficial,Egypt
4165,0.5260338,Egypt_HamzawyAmr,Egypt
1722,0.5257764,Donia,Egypt
5135,0.5195002,Egypt_tamerhosny,Egypt
3738,0.51830846,Egypt_Geddo,Egypt
5294,0.51786655,Egypt_Yosraellozy,Egypt
5348,0.51623815,Egypt_Yosraellozy,Egypt
5198,0.5151943,Egypt_trikaofficial,Egypt
1724,0.5119238,Donia,Egypt
4163,0.511858,Egypt_HamzawyAmr,Egypt
5195,0.51079404,Egypt_trikaofficial,Egypt
5196,0.5078863,Egypt_trikaofficial,Egypt
5288,0.50740314,Egypt_Yosraellozy,Egypt
4176,0.5027469,Egypt_HamzawyAmr,Egypt
1720,0.50260985,Donia,Egypt
7551,0.501855,Iraq_duaanagem,Iraq
5192,0.5016594,Egypt_trikaofficial,Egypt
3722,0.50142175,Egypt_GameelaIsmail,Egypt
2788,0.500282,Egypt_Angham,Egypt
5259,0.5001311,Egypt_WaelElebrashy,Egypt
1710,0.499295,Donia,Egypt
1705,0.49675447,CarmenSoliman,Egypt
1693,0.4957304,CarmenSoliman,Egypt
4181,0.4943095,Egypt_HamzawyAmr,Egypt
5235,0.49424252,Egypt_WaelElebrashy,Egypt
5193,0.4930157,Egypt_trikaofficial,Egypt
2762,0.49195677,Egypt_amrwaked,Egypt
5282,0.49179915,Egypt_waiel65,Egypt
1700,0.4914242,CarmenSoliman,Egypt
1664,0.490805,Byoussef,Egypt
7553,0.49003428,Iraq_duaanagem,Iraq
5201,0.48880893,Egypt_trikaofficial,Egypt
1194,0.48853737,Amradib,Egypt
1193,0.48793304,Amradib,Egypt
1980,0.48615083,Egypt_abdrhmanabnody,Egypt
1192,0.4860217,Amradib,Egypt
5187,0.48581415,Egypt_trikaofficial,Egypt
1698,0.48447427,CarmenSoliman,Egypt
2781,0.48308784,Egypt_Angham,Egypt
10025,0.48205328,Kuwait_@m7amd115,Kuwait
5199,0.48127156,Egypt_trikaofficial,Egypt
9203,0.4806168,Kuwait_@DrAlnefisi,Kuwait
3726,0.47935727,Egypt_GameelaIsmail,Egypt
3537,0.47868472,Egypt_Essam_Sultan,Egypt
1232,0.47783908,amrdiab,Egypt
3725,0.47691196,Egypt_GameelaIsmail,Egypt
4166,0.47564638,Egypt_HamzawyAmr,Egypt
1676,0.4754703,CarmenSoliman,Egypt
1257,0.47513685,amrdiab,Egypt
1718,0.47328398,Donia,Egypt
10011,0.47243616,Kuwait_@lKhaled,Kuwait
1244,0.47237226,amrdiab,Egypt
1714,0.47217536,Donia,Egypt
3558,0.47202426,Egypt_Essam_Sultan,Egypt
5537,0.47162002,ElBaradei,Egypt
1258,0.47154814,amrdiab,Egypt
5304,0.47043312,Egypt_Yosraellozy,Egypt
1978,0.46988893,Egypt_abdrhmanabnody,Egypt
5276,0.4691662,Egypt_waiel65,Egypt
2794,0.46914232,Egypt_Angham,Egypt
1235,0.46883994,amrdiab,Egypt
3732,0.46867695,Egypt_Geddo,Egypt
7552,0.4679314,Iraq_duaanagem,Iraq
3543,0.4670274,Egypt_Essam_Sultan,Egypt
1247,0.46699226,amrdiab,Egypt
1213,0.46651107,amrdiab,Egypt
1240,0.46607497,amrdiab,Egypt
10016,0.46542585,Kuwait_@m7amd115,Kuwait
3157,0.46486497,Egypt_DrAbolfotoh,Egypt
1988,0.4629811,Egypt_abdrhmanabnody,Egypt
9207,0.46240634,Kuwait_@DrAlnefisi,Kuwait
1218,0.46208256,amrdiab,Egypt
1706,0.46155232,CarmenSoliman,Egypt
1982,0.4609599,Egypt_abdrhmanabnody,Egypt
1990,0.46073824,Egypt_abdrhmanabnody,Egypt
12231,0.46032643,Lebanon_Najib_Mikati,Lebanon
1214,0.45973897,amrdiab,Egypt
1665,0.45961636,CarmenSoliman,Egypt
9206,0.45920247,Kuwait_@DrAlnefisi,Kuwait
3559,0.45869046,Egypt_Essam_Sultan,Egypt
10966,0.45790753,Lebanon_DianaHaddad,Lebanon
4186,0.45773986,Egypt_HamzawyAmr,Egypt
9209,0.45706552,Kuwait_@DrAlnefisi,Kuwait
3735,0.45683295,Egypt_Geddo,Egypt
3731,0.45669413,Egypt_Geddo,Egypt
5270,0.45659465,Egypt_waiel65,Egypt
5136,0.4558106,Egypt_tamerhosny,Egypt
5186,0.45572746,Egypt_trikaofficial,Egypt
3737,0.45432457,Egypt_Geddo,Egypt
3729,0.45417273,Egypt_GameelaIsmail,Egypt
5183,0.45369834,Egypt_tamerhosny,Egypt
1712,0.45359644,Donia,Egypt
3734,0.45328814,Egypt_Geddo,Egypt
4161,0.45291698,Egypt_HamzawyAmr,Egypt
3540,0.45263797,Egypt_Essam_Sultan,Egypt
3539,0.45213756,Egypt_Essam_Sultan,Egypt
9205,0.45197222,Kuwait_@DrAlnefisi,Kuwait
3536,0.45188463,Egypt_Essam_Sultan,Egypt
4182,0.451698,Egypt_HamzawyAmr,Egypt
1663,0.45167094,Byoussef,Egypt
1236,0.45099187,amrdiab,Egypt
1222,0.44989252,amrdiab,Egypt
3542,0.44967473,Egypt_Essam_Sultan,Egypt
3904,0.44964164,Egypt_Hamaki,Egypt
3739,0.44953126,Egypt_Geddo,Egypt
10022,0.4491521,Kuwait_@m7amd115,Kuwait
6249,0.44874585,HamzawyAmr,Egypt
3736,0.44847512,Egypt_Geddo,Egypt
3546,0.4475304,Egypt_Essam_Sultan,Egypt
3718,0.44741738,Egypt_GameelaIsmail,Egypt
9231,0.4473241,Kuwait_@DrAlnefisi,Kuwait
4847,0.44684583,Egypt_naderbakkar,Egypt
2406,0.44631884,Egypt_Amradib,Egypt
5278,0.4457029,Egypt_waiel65,Egypt
3164,0.44521213,Egypt_DrAbolfotoh,Egypt
5233,0.44447926,Egypt_WaelElebrashy,Egypt
1219,0.44424206,amrdiab,Egypt
1212,0.44416666,amrdiab,Egypt
5230,0.44349596,Egypt_WaelElebrashy,Egypt
3723,0.4413268,Egypt_GameelaIsmail,Egypt
5185,0.44107032,Egypt_tamerhosny,Egypt
1215,0.4409474,amrdiab,Egypt
3719,0.4408895,Egypt_GameelaIsmail,Egypt
3158,0.44074154,Egypt_DrAbolfotoh,Egypt
5231,0.44032508,Egypt_WaelElebrashy,Egypt
1207,0.43957412,amrdiab,Egypt
3733,0.4392217,Egypt_Geddo,Egypt
1667,0.43904996,CarmenSoliman,Egypt
3552,0.43772513,Egypt_Essam_Sultan,Egypt
1977,0.43726173,Egypt_abdrhmanabnody,Egypt
3554,0.43714133,Egypt_Essam_Sultan,Egypt
3720,0.43658018,Egypt_GameelaIsmail,Egypt
2365,0.4365763,Egypt_amalmaher,Egypt
10021,0.4362194,Kuwait_@m7amd115,Kuwait
5234,0.4358902,Egypt_WaelElebrashy,Egypt
3545,0.43517786,Egypt_Essam_Sultan,Egypt
