Doc IDs,Twitter Handle,Cosine Similarities,Country,,Cosine Iraq,Twitter Handle Iraq,,Cosine Kuwait,Twitter Handle Kuwait,,Cosine Lebanon,Twitter Handle Lebanon,,Cosine Egypt,Twitter Handle Egypt,,Cosine Bahrain,Twitter Handle Bahrain,,
2429,Egypt_Amradib,0.09497367,Egypt,,,,,,,,,,,0.09497367,Egypt_Amradib,,,,,
6081,HamdeenSabahy,0.09496848,Egypt,,,,,,,,,,,0.09496848,HamdeenSabahy,,,,,
3558,Egypt_Essam_Sultan,0.09496448,Egypt,,,,,,,,,,,0.09496448,Egypt_Essam_Sultan,,,,,
1275,amrdiab,0.094910935,Egypt,,,,,,,,,,,0.094910935,amrdiab,,,,,
2062,Egypt_ahmadesseily,0.09479748,Egypt,,,,,,,,,,,0.09479748,Egypt_ahmadesseily,,,,,
12192,Lebanon_Najib_Mikati,0.0947817,Lebanon,,,,,,,,0.0947817,Lebanon_Najib_Mikati,,,,,,,,
3916,Egypt_Hamaki,0.09476226,Egypt,,,,,,,,,,,0.09476226,Egypt_Hamaki,,,,,
5379,Egypt_YosriFouda,0.09475494,Egypt,,,,,,,,,,,0.09475494,Egypt_YosriFouda,,,,,
3647,Egypt_GalalAmer,0.09472772,Egypt,,,,,,,,,,,0.09472772,Egypt_GalalAmer,,,,,
3419,Egypt_ELKILANYWAFAA,0.09471963,Egypt,,,,,,,,,,,0.09471963,Egypt_ELKILANYWAFAA,,,,,
4823,Egypt_naderbakkar,0.09464496,Egypt,,,,,,,,,,,0.09464496,Egypt_naderbakkar,,,,,
10075,Kuwait_@MALDhubaibi,0.09461373,Kuwait,,,,,0.09461373,Kuwait_@MALDhubaibi,,,,,,,,,,,
4121,Egypt_HamzaNamira,0.094600655,Egypt,,,,,,,,,,,0.094600655,Egypt_HamzaNamira,,,,,
2066,Egypt_ahmadesseily,0.094524555,Egypt,,,,,,,,,,,0.094524555,Egypt_ahmadesseily,,,,,
5760,GalalAmer,0.09446119,Egypt,,,,,,,,,,,0.09446119,GalalAmer,,,,,
10540,Kuwait_@sha3eralnsaa_,0.09445085,Kuwait,,,,,0.09445085,Kuwait_@sha3eralnsaa_,,,,,,,,,,,
10396,Kuwait_@Richter_q8,0.09442596,Kuwait,,,,,0.09442596,Kuwait_@Richter_q8,,,,,,,,,,,
6906,OfficialHenedy,0.094413824,Egypt,,,,,,,,,,,0.094413824,OfficialHenedy,,,,,
1821,DrAbolfotoh,0.09439185,Egypt,,,,,,,,,,,0.09439185,DrAbolfotoh,,,,,
5457,ElBaradei,0.09430528,Egypt,,,,,,,,,,,0.09430528,ElBaradei,,,,,
1720,Donia,0.09430369,Egypt,,,,,,,,,,,0.09430369,Donia,,,,,
4533,Egypt_MoatazAFattah,0.09428196,Egypt,,,,,,,,,,,0.09428196,Egypt_MoatazAFattah,,,,,
8424,Kuwait_@3GB_1,0.09426099,Kuwait,,,,,0.09426099,Kuwait_@3GB_1,,,,,,,,,,,
7547,Iraq_duaanagem,0.09425693,Iraq,,0.09425693,Iraq_duaanagem,,,,,,,,,,,,,,
7548,Iraq_duaanagem,0.09425527,Iraq,,0.09425527,Iraq_duaanagem,,,,,,,,,,,,,,
3857,Egypt_Ghonim,0.09408663,Egypt,,,,,,,,,,,0.09408663,Egypt_Ghonim,,,,,
3301,Egypt_DrAliGomaa,0.09406272,Egypt,,,,,,,,,,,0.09406272,Egypt_DrAliGomaa,,,,,
2345,Egypt_amalmaher,0.09403434,Egypt,,,,,,,,,,,0.09403434,Egypt_amalmaher,,,,,
1190,Amradib,0.094032645,Egypt,,,,,,,,,,,0.094032645,Amradib,,,,,
9321,Kuwait_@drjasem,0.09399594,Kuwait,,,,,0.09399594,Kuwait_@drjasem,,,,,,,,,,,
1731,Donia,0.09397667,Egypt,,,,,,,,,,,0.09397667,Donia,,,,,
11776,Lebanon_Maya_Nasri,0.093971476,Lebanon,,,,,,,,0.093971476,Lebanon_Maya_Nasri,,,,,,,,
1506,AsserYassin,0.09396271,Egypt,,,,,,,,,,,0.09396271,AsserYassin,,,,,
2771,Egypt_amrwaked,0.09394063,Egypt,,,,,,,,,,,0.09394063,Egypt_amrwaked,,,,,
9899,Kuwait_@KwShujaa,0.09393467,Kuwait,,,,,0.09393467,Kuwait_@KwShujaa,,,,,,,,,,,
11041,Lebanon_Fahan77,0.09392918,Lebanon,,,,,,,,0.09392918,Lebanon_Fahan77,,,,,,,,
1515,AsserYassin,0.09392664,Egypt,,,,,,,,,,,0.09392664,AsserYassin,,,,,
4208,Egypt_Hassanelshafei,0.09389505,Egypt,,,,,,,,,,,0.09389505,Egypt_Hassanelshafei,,,,,
5252,Egypt_WaelElebrashy,0.0938893,Egypt,,,,,,,,,,,0.0938893,Egypt_WaelElebrashy,,,,,
3210,Egypt_DrAbolfotoh,0.09385926,Egypt,,,,,,,,,,,0.09385926,Egypt_DrAbolfotoh,,,,,
10958,Lebanon_DalidaKhalil,0.09385693,Lebanon,,,,,,,,0.09385693,Lebanon_DalidaKhalil,,,,,,,,
836,AhmedShafikEG,0.09381096,Egypt,,,,,,,,,,,0.09381096,AhmedShafikEG,,,,,
7054,sherine,0.0937723,Egypt,,,,,,,,,,,0.0937723,sherine,,,,,
3015,Egypt_CarmenSoliman,0.09361368,Egypt,,,,,,,,,,,0.09361368,Egypt_CarmenSoliman,,,,,
3908,Egypt_Hamaki,0.09358217,Egypt,,,,,,,,,,,0.09358217,Egypt_Hamaki,,,,,
8352,Iraq_tahadulaimi,0.0935529,Iraq,,0.0935529,Iraq_tahadulaimi,,,,,,,,,,,,,,
6738,monazaki,0.093531,Egypt,,,,,,,,,,,0.093531,monazaki,,,,,
11384,Lebanon_Iebaenese,0.09350298,Lebanon,,,,,,,,0.09350298,Lebanon_Iebaenese,,,,,,,,
3287,Egypt_DrAliGomaa,0.09349753,Egypt,,,,,,,,,,,0.09349753,Egypt_DrAliGomaa,,,,,
5836,Geddo,0.09345053,Egypt,,,,,,,,,,,0.09345053,Geddo,,,,,
12236,Lebanon_najwakaram,0.09343727,Lebanon,,,,,,,,0.09343727,Lebanon_najwakaram,,,,,,,,
5101,Egypt_tamerhosny,0.09342216,Egypt,,,,,,,,,,,0.09342216,Egypt_tamerhosny,,,,,
1031,AlsisiOfficial,0.093411095,Egypt,,,,,,,,,,,0.093411095,AlsisiOfficial,,,,,
9057,Kuwait_@C10,0.093358144,Kuwait,,,,,0.093358144,Kuwait_@C10,,,,,,,,,,,
8049,Iraq_masoud_barzani,0.09334707,Iraq,,0.09334707,Iraq_masoud_barzani,,,,,,,,,,,,,,
9965,Kuwait_@LettersHD,0.09330857,Kuwait,,,,,0.09330857,Kuwait_@LettersHD,,,,,,,,,,,
9640,Kuwait_@HumoodAlkhudher,0.09330559,Kuwait,,,,,0.09330559,Kuwait_@HumoodAlkhudher,,,,,,,,,,,
10123,Kuwait_@mhmd350,0.09329612,Kuwait,,,,,0.09329612,Kuwait_@mhmd350,,,,,,,,,,,
8573,Kuwait_@AhmedAbdullahQ8,0.09318361,Kuwait,,,,,0.09318361,Kuwait_@AhmedAbdullahQ8,,,,,,,,,,,
5100,Egypt_tamerhosny,0.09316717,Egypt,,,,,,,,,,,0.09316717,Egypt_tamerhosny,,,,,
7018,SamoZaen,0.09308782,Egypt,,,,,,,,,,,0.09308782,SamoZaen,,,,,
7161,trikaofficial,0.09306124,Egypt,,,,,,,,,,,0.09306124,trikaofficial,,,,,
585,Bahrain_ShailaSabt,0.09305216,Bahrain,,,,,,,,,,,,,,0.09305216,Bahrain_ShailaSabt,,
9170,Kuwait_@DrAlmutawa,0.09302417,Kuwait,,,,,0.09302417,Kuwait_@DrAlmutawa,,,,,,,,,,,
2766,Egypt_amrwaked,0.093001544,Egypt,,,,,,,,,,,0.093001544,Egypt_amrwaked,,,,,
10236,Kuwait_@NAWALalq8iya,0.09298121,Kuwait,,,,,0.09298121,Kuwait_@NAWALalq8iya,,,,,,,,,,,
2720,Egypt_amrkhaled,0.0929461,Egypt,,,,,,,,,,,0.0929461,Egypt_amrkhaled,,,,,
8571,Kuwait_@AhmedAbdullahQ8,0.0929109,Kuwait,,,,,0.0929109,Kuwait_@AhmedAbdullahQ8,,,,,,,,,,,
3679,Egypt_GameelaIsmail,0.09289948,Egypt,,,,,,,,,,,0.09289948,Egypt_GameelaIsmail,,,,,
7386,Iraq_AlexMello02,0.09287199,Iraq,,0.09287199,Iraq_AlexMello02,,,,,,,,,,,,,,
11091,Lebanon_FayrouzOfficial,0.0928646,Lebanon,,,,,,,,0.0928646,Lebanon_FayrouzOfficial,,,,,,,,
11977,Lebanon_myriamfares,0.09284903,Lebanon,,,,,,,,0.09284903,Lebanon_myriamfares,,,,,,,,
7183,WaelElebrashy,0.09280967,Egypt,,,,,,,,,,,0.09280967,WaelElebrashy,,,,,
11377,Lebanon_Iebaenese,0.09274198,Lebanon,,,,,,,,0.09274198,Lebanon_Iebaenese,,,,,,,,
6177,HamzaNamira,0.09274186,Egypt,,,,,,,,,,,0.09274186,HamzaNamira,,,,,
10344,Kuwait_@othmanalkamees,0.09271196,Kuwait,,,,,0.09271196,Kuwait_@othmanalkamees,,,,,,,,,,,
4815,Egypt_nabilelhalfawy,0.09270631,Egypt,,,,,,,,,,,0.09270631,Egypt_nabilelhalfawy,,,,,
10402,Kuwait_@Richter_q8,0.09266543,Kuwait,,,,,0.09266543,Kuwait_@Richter_q8,,,,,,,,,,,
5295,Egypt_Yosraellozy,0.09265956,Egypt,,,,,,,,,,,0.09265956,Egypt_Yosraellozy,,,,,
7388,Iraq_awadhalabdan,0.09264284,Iraq,,0.09264284,Iraq_awadhalabdan,,,,,,,,,,,,,,
4182,Egypt_HamzawyAmr,0.09263529,Egypt,,,,,,,,,,,0.09263529,Egypt_HamzawyAmr,,,,,
853,AhmedShafikEG,0.09263393,Egypt,,,,,,,,,,,0.09263393,AhmedShafikEG,,,,,
11781,Lebanon_Maya_Nasri,0.09259327,Lebanon,,,,,,,,0.09259327,Lebanon_Maya_Nasri,,,,,,,,
5074,Egypt_sherine,0.09258368,Egypt,,,,,,,,,,,0.09258368,Egypt_sherine,,,,,
1197,amrdiab,0.09257075,Egypt,,,,,,,,,,,0.09257075,amrdiab,,,,,
9666,Kuwait_@HumoodAlkhudher,0.092560336,Kuwait,,,,,0.092560336,Kuwait_@HumoodAlkhudher,,,,,,,,,,,
1733,Donia,0.09255713,Egypt,,,,,,,,,,,0.09255713,Donia,,,,,
2379,Egypt_amalmaher,0.09255059,Egypt,,,,,,,,,,,0.09255059,Egypt_amalmaher,,,,,
11511,Lebanon_JadAbumrad,0.092535704,Lebanon,,,,,,,,0.092535704,Lebanon_JadAbumrad,,,,,,,,
2787,Egypt_Angham,0.09251576,Egypt,,,,,,,,,,,0.09251576,Egypt_Angham,,,,,
10117,Kuwait_@mdrd111,0.092458874,Kuwait,,,,,0.092458874,Kuwait_@mdrd111,,,,,,,,,,,
11695,Lebanon_JoumanaBouEid,0.092430905,Lebanon,,,,,,,,0.092430905,Lebanon_JoumanaBouEid,,,,,,,,
8287,Iraq_StaarSaad,0.092389494,Iraq,,0.092389494,Iraq_StaarSaad,,,,,,,,,,,,,,
5296,Egypt_Yosraellozy,0.09238696,Egypt,,,,,,,,,,,0.09238696,Egypt_Yosraellozy,,,,,
10806,Lebanon_alimouinjaber,0.09238541,Lebanon,,,,,,,,0.09238541,Lebanon_alimouinjaber,,,,,,,,
3721,Egypt_GameelaIsmail,0.0923699,Egypt,,,,,,,,,,,0.0923699,Egypt_GameelaIsmail,,,,,
9717,Kuwait_@IJalsharifi,0.0923588,Kuwait,,,,,0.0923588,Kuwait_@IJalsharifi,,,,,,,,,,,
712,aaaalhashemi,0.09235667,Egypt,,,,,,,,,,,0.09235667,aaaalhashemi,,,,,
12232,Lebanon_Najib_Mikati,0.09235196,Lebanon,,,,,,,,0.09235196,Lebanon_Najib_Mikati,,,,,,,,
5073,Egypt_sherine,0.09232284,Egypt,,,,,,,,,,,0.09232284,Egypt_sherine,,,,,
5261,Egypt_WaelElebrashy,0.092318244,Egypt,,,,,,,,,,,0.092318244,Egypt_WaelElebrashy,,,,,
5453,ElBaradei,0.09226909,Egypt,,,,,,,,,,,0.09226909,ElBaradei,,,,,
2093,Egypt_AhmedShafikEG,0.0922434,Egypt,,,,,,,,,,,0.0922434,Egypt_AhmedShafikEG,,,,,
3231,Egypt_DrAliGomaa,0.09221469,Egypt,,,,,,,,,,,0.09221469,Egypt_DrAliGomaa,,,,,
776,abdrhmanabnody,0.092212595,Egypt,,,,,,,,,,,0.092212595,abdrhmanabnody,,,,,
11676,Lebanon_JoumanaBouEid,0.09220728,Lebanon,,,,,,,,0.09220728,Lebanon_JoumanaBouEid,,,,,,,,
4832,Egypt_naderbakkar,0.09207045,Egypt,,,,,,,,,,,0.09207045,Egypt_naderbakkar,,,,,
6077,HamdeenSabahy,0.09205336,Egypt,,,,,,,,,,,0.09205336,HamdeenSabahy,,,,,
9883,Kuwait_@KwShujaa,0.09200348,Kuwait,,,,,0.09200348,Kuwait_@KwShujaa,,,,,,,,,,,
9880,Kuwait_@Kuw_2003,0.09199499,Kuwait,,,,,0.09199499,Kuwait_@Kuw_2003,,,,,,,,,,,
6481,Khaledali251,0.09198326,Egypt,,,,,,,,,,,0.09198326,Khaledali251,,,,,
6811,nabilelhalfawy,0.09197127,Egypt,,,,,,,,,,,0.09197127,nabilelhalfawy,,,,,
6626,MoezMasoud,0.09196639,Egypt,,,,,,,,,,,0.09196639,MoezMasoud,,,,,
3019,Egypt_CarmenSoliman,0.091960505,Egypt,,,,,,,,,,,0.091960505,Egypt_CarmenSoliman,,,,,
2247,Egypt_alqaradawy,0.09195902,Egypt,,,,,,,,,,,0.09195902,Egypt_alqaradawy,,,,,
8920,Kuwait_@Alwashi7i,0.09191341,Kuwait,,,,,0.09191341,Kuwait_@Alwashi7i,,,,,,,,,,,
3551,Egypt_Essam_Sultan,0.0918672,Egypt,,,,,,,,,,,0.0918672,Egypt_Essam_Sultan,,,,,
5479,ElBaradei,0.09185467,Egypt,,,,,,,,,,,0.09185467,ElBaradei,,,,,
7613,Iraq_emadalsharaa,0.091833726,Iraq,,0.091833726,Iraq_emadalsharaa,,,,,,,,,,,,,,
11696,Lebanon_JoumanaBouEid,0.09181323,Lebanon,,,,,,,,0.09181323,Lebanon_JoumanaBouEid,,,,,,,,
10478,Kuwait_@Saad3alosh,0.09180662,Kuwait,,,,,0.09180662,Kuwait_@Saad3alosh,,,,,,,,,,,
8312,Iraq_StaarSaad,0.09178306,Iraq,,0.09178306,Iraq_StaarSaad,,,,,,,,,,,,,,
2149,Egypt_Almoslemani,0.09178104,Egypt,,,,,,,,,,,0.09178104,Egypt_Almoslemani,,,,,
6677,MohammadSawy,0.091773584,Egypt,,,,,,,,,,,0.091773584,MohammadSawy,,,,,
2757,Egypt_amrwaked,0.09176686,Egypt,,,,,,,,,,,0.09176686,Egypt_amrwaked,,,,,
7171,WaelElebrashy,0.09173983,Egypt,,,,,,,,,,,0.09173983,WaelElebrashy,,,,,
6888,NaguibSawiris,0.09172544,Egypt,,,,,,,,,,,0.09172544,NaguibSawiris,,,,,
10205,Kuwait_@M_Jarallah,0.09171943,Kuwait,,,,,0.09171943,Kuwait_@M_Jarallah,,,,,,,,,,,
587,Bahrain_ShailaSabt,0.09171307,Bahrain,,,,,,,,,,,,,,0.09171307,Bahrain_ShailaSabt,,
8264,Iraq_Qusaihatam,0.09171227,Iraq,,0.09171227,Iraq_Qusaihatam,,,,,,,,,,,,,,
10908,Lebanon_blackhawkinc,0.09168477,Lebanon,,,,,,,,0.09168477,Lebanon_blackhawkinc,,,,,,,,
6350,HendSabry,0.091663554,Egypt,,,,,,,,,,,0.091663554,HendSabry,,,,,
10257,Kuwait_@NAWALalq8iya,0.09164718,Kuwait,,,,,0.09164718,Kuwait_@NAWALalq8iya,,,,,,,,,,,
10312,Kuwait_@othmanalkamees,0.09160628,Kuwait,,,,,0.09160628,Kuwait_@othmanalkamees,,,,,,,,,,,
1200,amrdiab,0.091603115,Egypt,,,,,,,,,,,0.091603115,amrdiab,,,,,
6636,MoezMasoud,0.091566056,Egypt,,,,,,,,,,,0.091566056,MoezMasoud,,,,,
2251,Egypt_alqaradawy,0.091559105,Egypt,,,,,,,,,,,0.091559105,Egypt_alqaradawy,,,,,
3209,Egypt_DrAbolfotoh,0.09155392,Egypt,,,,,,,,,,,0.09155392,Egypt_DrAbolfotoh,,,,,
4462,Egypt_khaledalsawy,0.091534056,Egypt,,,,,,,,,,,0.091534056,Egypt_khaledalsawy,,,,,
5218,Egypt_trikaofficial,0.09151684,Egypt,,,,,,,,,,,0.09151684,Egypt_trikaofficial,,,,,
937,Almoslemani,0.09149506,Egypt,,,,,,,,,,,0.09149506,Almoslemani,,,,,
6338,HendSabry,0.091477975,Egypt,,,,,,,,,,,0.091477975,HendSabry,,,,,
2261,Egypt_alsha3rawy,0.091476254,Egypt,,,,,,,,,,,0.091476254,Egypt_alsha3rawy,,,,,
125,Bahrain_fahadsalali,0.09145351,Bahrain,,,,,,,,,,,,,,0.09145351,Bahrain_fahadsalali,,
8507,Kuwait_@7madms,0.09144753,Kuwait,,,,,0.09144753,Kuwait_@7madms,,,,,,,,,,,
5194,Egypt_trikaofficial,0.09144591,Egypt,,,,,,,,,,,0.09144591,Egypt_trikaofficial,,,,,
12243,Lebanon_najwakaram,0.091435,Lebanon,,,,,,,,0.091435,Lebanon_najwakaram,,,,,,,,
1725,Donia,0.091428995,Egypt,,,,,,,,,,,0.091428995,Donia,,,,,
8547,Kuwait_@7sun_q8,0.09136238,Kuwait,,,,,0.09136238,Kuwait_@7sun_q8,,,,,,,,,,,
7546,Iraq_duaanagem,0.091354705,Iraq,,0.091354705,Iraq_duaanagem,,,,,,,,,,,,,,
10316,Kuwait_@othmanalkamees,0.091354325,Kuwait,,,,,0.091354325,Kuwait_@othmanalkamees,,,,,,,,,,,
5304,Egypt_Yosraellozy,0.0913441,Egypt,,,,,,,,,,,0.0913441,Egypt_Yosraellozy,,,,,
7202,waiel65,0.091312304,Egypt,,,,,,,,,,,0.091312304,waiel65,,,,,
2349,Egypt_amalmaher,0.09129704,Egypt,,,,,,,,,,,0.09129704,Egypt_amalmaher,,,,,
11121,Lebanon_FayrouzOfficial,0.091287434,Lebanon,,,,,,,,0.091287434,Lebanon_FayrouzOfficial,,,,,,,,
9123,Kuwait_@DrAlmutawa,0.091232285,Kuwait,,,,,0.091232285,Kuwait_@DrAlmutawa,,,,,,,,,,,
3730,Egypt_GameelaIsmail,0.09123108,Egypt,,,,,,,,,,,0.09123108,Egypt_GameelaIsmail,,,,,
10133,Kuwait_@mh_awadi,0.09121391,Kuwait,,,,,0.09121391,Kuwait_@mh_awadi,,,,,,,,,,,
9680,Kuwait_@hussen_q8,0.09120672,Kuwait,,,,,0.09120672,Kuwait_@hussen_q8,,,,,,,,,,,
5188,Egypt_trikaofficial,0.09115351,Egypt,,,,,,,,,,,0.09115351,Egypt_trikaofficial,,,,,
855,AhmedShafikEG,0.091130435,Egypt,,,,,,,,,,,0.091130435,AhmedShafikEG,,,,,
7585,Iraq_duaanagem,0.09110106,Iraq,,0.09110106,Iraq_duaanagem,,,,,,,,,,,,,,
3250,Egypt_DrAliGomaa,0.09108081,Egypt,,,,,,,,,,,0.09108081,Egypt_DrAliGomaa,,,,,
6909,OfficialHenedy,0.09102875,Egypt,,,,,,,,,,,0.09102875,OfficialHenedy,,,,,
8932,Kuwait_@al_amer1,0.09099867,Kuwait,,,,,0.09099867,Kuwait_@al_amer1,,,,,,,,,,,
4470,Egypt_khaledalsawy,0.090960935,Egypt,,,,,,,,,,,0.090960935,Egypt_khaledalsawy,,,,,
2391,Egypt_Amradib,0.09091343,Egypt,,,,,,,,,,,0.09091343,Egypt_Amradib,,,,,
12115,Lebanon_nadinewnjeim,0.0908521,Lebanon,,,,,,,,0.0908521,Lebanon_nadinewnjeim,,,,,,,,
5465,ElBaradei,0.09083241,Egypt,,,,,,,,,,,0.09083241,ElBaradei,,,,,
6656,MoezMasoud,0.09078345,Egypt,,,,,,,,,,,0.09078345,MoezMasoud,,,,,
7310,YosriFouda,0.0906814,Egypt,,,,,,,,,,,0.0906814,YosriFouda,,,,,
8954,Kuwait_@Arbiani,0.09065953,Kuwait,,,,,0.09065953,Kuwait_@Arbiani,,,,,,,,,,,
9900,Kuwait_@KwShujaa,0.090607114,Kuwait,,,,,0.090607114,Kuwait_@KwShujaa,,,,,,,,,,,
5803,GameelaIsmail,0.090601414,Egypt,,,,,,,,,,,0.090601414,GameelaIsmail,,,,,
9692,Kuwait_@hussen_q8,0.09057401,Kuwait,,,,,0.09057401,Kuwait_@hussen_q8,,,,,,,,,,,
9392,Kuwait_@Dr_alwasmi,0.09048929,Kuwait,,,,,0.09048929,Kuwait_@Dr_alwasmi,,,,,,,,,,,
829,AhmedShafikEG,0.09048538,Egypt,,,,,,,,,,,0.09048538,AhmedShafikEG,,,,,
10731,Lebanon_AbouJaoudehTony,0.09046586,Lebanon,,,,,,,,0.09046586,Lebanon_AbouJaoudehTony,,,,,,,,
5860,Geddo,0.090447895,Egypt,,,,,,,,,,,0.090447895,Geddo,,,,,
2167,Egypt_Almoslemani,0.09044257,Egypt,,,,,,,,,,,0.09044257,Egypt_Almoslemani,,,,,
5461,ElBaradei,0.09042516,Egypt,,,,,,,,,,,0.09042516,ElBaradei,,,,,
5462,ElBaradei,0.090373375,Egypt,,,,,,,,,,,0.090373375,ElBaradei,,,,,
6483,Khaledali251,0.090368606,Egypt,,,,,,,,,,,0.090368606,Khaledali251,,,,,
1722,Donia,0.09036745,Egypt,,,,,,,,,,,0.09036745,Donia,,,,,
6477,Khaledali251,0.09035939,Egypt,,,,,,,,,,,0.09035939,Khaledali251,,,,,
2610,Egypt_amrellissy,0.09035934,Egypt,,,,,,,,,,,0.09035934,Egypt_amrellissy,,,,,
4006,Egypt_HamdeenSabahy,0.090333246,Egypt,,,,,,,,,,,0.090333246,Egypt_HamdeenSabahy,,,,,
11020,Lebanon_Fahan77,0.09031692,Lebanon,,,,,,,,0.09031692,Lebanon_Fahan77,,,,,,,,
1495,Angham,0.09028739,Egypt,,,,,,,,,,,0.09028739,Angham,,,,,
7022,sherine,0.09028555,Egypt,,,,,,,,,,,0.09028555,sherine,,,,,
1954,Egypt_abdrhmanabnody,0.090245366,Egypt,,,,,,,,,,,0.090245366,Egypt_abdrhmanabnody,,,,,
8267,Iraq_Qusaihatam,0.090239674,Iraq,,0.090239674,Iraq_Qusaihatam,,,,,,,,,,,,,,
9121,Kuwait_@DrAlmutawa,0.09022563,Kuwait,,,,,0.09022563,Kuwait_@DrAlmutawa,,,,,,,,,,,
7596,Iraq_duaanagem,0.09021477,Iraq,,0.09021477,Iraq_duaanagem,,,,,,,,,,,,,,
5202,Egypt_trikaofficial,0.090212286,Egypt,,,,,,,,,,,0.090212286,Egypt_trikaofficial,,,,,
5289,Egypt_Yosraellozy,0.09019501,Egypt,,,,,,,,,,,0.09019501,Egypt_Yosraellozy,,,,,
324,Bahrain_KUhp2222,0.090161465,Bahrain,,,,,,,,,,,,,,0.090161465,Bahrain_KUhp2222,,
11701,Lebanon_JoumanaBouEid,0.09011112,Lebanon,,,,,,,,0.09011112,Lebanon_JoumanaBouEid,,,,,,,,
9890,Kuwait_@KwShujaa,0.09008282,Kuwait,,,,,0.09008282,Kuwait_@KwShujaa,,,,,,,,,,,
10243,Kuwait_@NAWALalq8iya,0.090080455,Kuwait,,,,,0.090080455,Kuwait_@NAWALalq8iya,,,,,,,,,,,
3055,Egypt_CarmenSoliman,0.090074636,Egypt,,,,,,,,,,,0.090074636,Egypt_CarmenSoliman,,,,,
9877,Kuwait_@Kuw_2003,0.09007147,Kuwait,,,,,0.09007147,Kuwait_@Kuw_2003,,,,,,,,,,,
9874,Kuwait_@Kuw_2003,0.090038575,Kuwait,,,,,0.090038575,Kuwait_@Kuw_2003,,,,,,,,,,,
6488,khaledalsawy,0.090036,Egypt,,,,,,,,,,,0.090036,khaledalsawy,,,,,
7320,YosriFouda,0.090031244,Egypt,,,,,,,,,,,0.090031244,YosriFouda,,,,,
10948,Lebanon_CyrineAbdlNour,0.09001623,Lebanon,,,,,,,,0.09001623,Lebanon_CyrineAbdlNour,,,,,,,,
8922,Kuwait_@al_amer1,0.089985766,Kuwait,,,,,0.089985766,Kuwait_@al_amer1,,,,,,,,,,,
6160,HamzaNamira,0.089928344,Egypt,,,,,,,,,,,0.089928344,HamzaNamira,,,,,
9072,Kuwait_@C10,0.08992225,Kuwait,,,,,0.08992225,Kuwait_@C10,,,,,,,,,,,
8178,Iraq_ParwazOfficial,0.08989664,Iraq,,0.08989664,Iraq_ParwazOfficial,,,,,,,,,,,,,,
875,AlaaAswany,0.089889094,Egypt,,,,,,,,,,,0.089889094,AlaaAswany,,,,,
11560,Lebanon_Jessicaazar,0.08986828,Lebanon,,,,,,,,0.08986828,Lebanon_Jessicaazar,,,,,,,,
4477,Egypt_khaledalsawy,0.08985302,Egypt,,,,,,,,,,,0.08985302,Egypt_khaledalsawy,,,,,
1516,AsserYassin,0.08985111,Egypt,,,,,,,,,,,0.08985111,AsserYassin,,,,,
10240,Kuwait_@NAWALalq8iya,0.08980165,Kuwait,,,,,0.08980165,Kuwait_@NAWALalq8iya,,,,,,,,,,,
4004,Egypt_HamdeenSabahy,0.089720264,Egypt,,,,,,,,,,,0.089720264,Egypt_HamdeenSabahy,,,,,
4803,Egypt_MustafaHosny,0.08968364,Egypt,,,,,,,,,,,0.08968364,Egypt_MustafaHosny,,,,,
6810,nabilelhalfawy,0.08964373,Egypt,,,,,,,,,,,0.08964373,nabilelhalfawy,,,,,
8543,Kuwait_@7madms,0.08961922,Kuwait,,,,,0.08961922,Kuwait_@7madms,,,,,,,,,,,
11711,Lebanon_JoumanaBouEid,0.089609094,Lebanon,,,,,,,,0.089609094,Lebanon_JoumanaBouEid,,,,,,,,
877,AlaaAswany,0.08958945,Egypt,,,,,,,,,,,0.08958945,AlaaAswany,,,,,
10529,Kuwait_@sha3eralnsaa_,0.08956015,Kuwait,,,,,0.08956015,Kuwait_@sha3eralnsaa_,,,,,,,,,,,
3386,Egypt_ElBaradei,0.089532144,Egypt,,,,,,,,,,,0.089532144,Egypt_ElBaradei,,,,,
1239,amrdiab,0.089512125,Egypt,,,,,,,,,,,0.089512125,amrdiab,,,,,
10310,Kuwait_@othmanalkamees,0.089485765,Kuwait,,,,,0.089485765,Kuwait_@othmanalkamees,,,,,,,,,,,
10952,Lebanon_CyrineAbdlNour,0.089446485,Lebanon,,,,,,,,0.089446485,Lebanon_CyrineAbdlNour,,,,,,,,
3217,Egypt_DrAbolfotoh,0.08944112,Egypt,,,,,,,,,,,0.08944112,Egypt_DrAbolfotoh,,,,,
6261,Hassanelshafei,0.08937216,Egypt,,,,,,,,,,,0.08937216,Hassanelshafei,,,,,
1698,CarmenSoliman,0.08933961,Egypt,,,,,,,,,,,0.08933961,CarmenSoliman,,,,,
3155,Egypt_DrAbolfotoh,0.089289024,Egypt,,,,,,,,,,,0.089289024,Egypt_DrAbolfotoh,,,,,
2083,Egypt_AhmedShafikEG,0.089288935,Egypt,,,,,,,,,,,0.089288935,Egypt_AhmedShafikEG,,,,,
11525,Lebanon_jamalfayad,0.08928143,Lebanon,,,,,,,,0.08928143,Lebanon_jamalfayad,,,,,,,,
11755,Lebanon_mayadiab,0.08926143,Lebanon,,,,,,,,0.08926143,Lebanon_mayadiab,,,,,,,,
7458,Iraq_BarhamSalih,0.08925625,Iraq,,0.08925625,Iraq_BarhamSalih,,,,,,,,,,,,,,
6260,Hassanelshafei,0.08924526,Egypt,,,,,,,,,,,0.08924526,Hassanelshafei,,,,,
