Doc IDs,Twitter Handle,Cosine Similarities,Country,,Cosine Iraq,Twitter Handle Iraq,,Cosine Kuwait,Twitter Handle Kuwait,,Cosine Lebanon,Twitter Handle Lebanon,,Cosine Egypt,Twitter Handle Egypt,,Cosine Bahrain,Twitter Handle Bahrain,,
6340,HendSabry,0.04010394,Egypt,,,,,,,,,,,0.04010394,HendSabry,,,,,
12171,Lebanon_Najib_Mikati,0.040093593,Lebanon,,,,,,,,0.040093593,Lebanon_Najib_Mikati,,,,,,,,
5180,Egypt_tamerhosny,0.040082086,Egypt,,,,,,,,,,,0.040082086,Egypt_tamerhosny,,,,,
1624,belalfadl,0.04004243,Egypt,,,,,,,,,,,0.04004243,belalfadl,,,,,
1581,belalfadl,0.040035732,Egypt,,,,,,,,,,,0.040035732,belalfadl,,,,,
11064,Lebanon_fareskaram,0.04003483,Lebanon,,,,,,,,0.04003483,Lebanon_fareskaram,,,,,,,,
2606,Egypt_amrellissy,0.040033624,Egypt,,,,,,,,,,,0.040033624,Egypt_amrellissy,,,,,
1285,amrdiab,0.040033173,Egypt,,,,,,,,,,,0.040033173,amrdiab,,,,,
1357,amremoussa,0.040030703,Egypt,,,,,,,,,,,0.040030703,amremoussa,,,,,
466,Bahrain_mShareeda,0.04002025,Bahrain,,,,,,,,,,,,,,0.04002025,Bahrain_mShareeda,,
5679,Essam_Sultan,0.04000031,Egypt,,,,,,,,,,,0.04000031,Essam_Sultan,,,,,
11966,Lebanon_myriamfares,0.039992392,Lebanon,,,,,,,,0.039992392,Lebanon_myriamfares,,,,,,,,
9627,Kuwait_@HumoodAlkhudher,0.039989896,Kuwait,,,,,0.039989896,Kuwait_@HumoodAlkhudher,,,,,,,,,,,
1775,Donia,0.039978564,Egypt,,,,,,,,,,,0.039978564,Donia,,,,,
8815,Kuwait_@Almuwaizri,0.0399713,Kuwait,,,,,0.0399713,Kuwait_@Almuwaizri,,,,,,,,,,,
6382,IdolAhmedGamal,0.039966702,Egypt,,,,,,,,,,,0.039966702,IdolAhmedGamal,,,,,
9009,Kuwait_@bourashed,0.039959937,Kuwait,,,,,0.039959937,Kuwait_@bourashed,,,,,,,,,,,
10292,Kuwait_@NAWALalq8iya,0.03995568,Kuwait,,,,,0.03995568,Kuwait_@NAWALalq8iya,,,,,,,,,,,
3014,Egypt_CarmenSoliman,0.039943673,Egypt,,,,,,,,,,,0.039943673,Egypt_CarmenSoliman,,,,,
12159,Lebanon_Najib_Mikati,0.039932486,Lebanon,,,,,,,,0.039932486,Lebanon_Najib_Mikati,,,,,,,,
7774,Iraq_Hiwaosman,0.039932124,Iraq,,0.039932124,Iraq_Hiwaosman,,,,,,,,,,,,,,
5175,Egypt_tamerhosny,0.0399129,Egypt,,,,,,,,,,,0.0399129,Egypt_tamerhosny,,,,,
1548,AsserYassin,0.039908603,Egypt,,,,,,,,,,,0.039908603,AsserYassin,,,,,
6151,HamzaNamira,0.039901264,Egypt,,,,,,,,,,,0.039901264,HamzaNamira,,,,,
264,Bahrain_khalidalkhalifa,0.039900523,Bahrain,,,,,,,,,,,,,,0.039900523,Bahrain_khalidalkhalifa,,
7206,waiel65,0.03989604,Egypt,,,,,,,,,,,0.03989604,waiel65,,,,,
2119,Egypt_AlaaAswany,0.03988602,Egypt,,,,,,,,,,,0.03988602,Egypt_AlaaAswany,,,,,
914,Almoslemani,0.039885744,Egypt,,,,,,,,,,,0.039885744,Almoslemani,,,,,
10049,Kuwait_@m7amd115,0.03988477,Kuwait,,,,,0.03988477,Kuwait_@m7amd115,,,,,,,,,,,
616,Bahrain_srustiranjan,0.03987379,Bahrain,,,,,,,,,,,,,,0.03987379,Bahrain_srustiranjan,,
5392,Egypt_YosriFouda,0.039871573,Egypt,,,,,,,,,,,0.039871573,Egypt_YosriFouda,,,,,
6112,HamdyKandil,0.039870664,Egypt,,,,,,,,,,,0.039870664,HamdyKandil,,,,,
667,22mosalah,0.039866753,Egypt,,,,,,,,,,,0.039866753,22mosalah,,,,,
8190,Iraq_ParwazOfficial,0.039857052,Iraq,,0.039857052,Iraq_ParwazOfficial,,,,,,,,,,,,,,
3013,Egypt_CarmenSoliman,0.03985006,Egypt,,,,,,,,,,,0.03985006,Egypt_CarmenSoliman,,,,,
6944,omertaher,0.039842784,Egypt,,,,,,,,,,,0.039842784,omertaher,,,,,
9580,Kuwait_@Haya_abdulsalam,0.039827317,Kuwait,,,,,0.039827317,Kuwait_@Haya_abdulsalam,,,,,,,,,,,
5436,Egypt_YosriFouda,0.039817087,Egypt,,,,,,,,,,,0.039817087,Egypt_YosriFouda,,,,,
8981,Kuwait_@BarakatAlwegyan,0.039814584,Kuwait,,,,,0.039814584,Kuwait_@BarakatAlwegyan,,,,,,,,,,,
2680,Egypt_amremoussa,0.039793506,Egypt,,,,,,,,,,,0.039793506,Egypt_amremoussa,,,,,
3005,Egypt_Byoussef,0.039789677,Egypt,,,,,,,,,,,0.039789677,Egypt_Byoussef,,,,,
7917,Iraq_itzbulbul,0.039759748,Iraq,,0.039759748,Iraq_itzbulbul,,,,,,,,,,,,,,
6204,HamzawyAmr,0.039753936,Egypt,,,,,,,,,,,0.039753936,HamzawyAmr,,,,,
1750,Donia,0.039740555,Egypt,,,,,,,,,,,0.039740555,Donia,,,,,
4683,Egypt_MohammadSawy,0.0397401,Egypt,,,,,,,,,,,0.0397401,Egypt_MohammadSawy,,,,,
1656,Byoussef,0.039738722,Egypt,,,,,,,,,,,0.039738722,Byoussef,,,,,
9840,Kuwait_@ks1aa,0.03973306,Kuwait,,,,,0.03973306,Kuwait_@ks1aa,,,,,,,,,,,
7741,Iraq_Hamzoz,0.03971903,Iraq,,0.03971903,Iraq_Hamzoz,,,,,,,,,,,,,,
6237,HamzawyAmr,0.039712384,Egypt,,,,,,,,,,,0.039712384,HamzawyAmr,,,,,
5591,Elmo_27,0.039709076,Egypt,,,,,,,,,,,0.039709076,Elmo_27,,,,,
650,Bahrain_WefaqGS,0.039708443,Bahrain,,,,,,,,,,,,,,0.039708443,Bahrain_WefaqGS,,
4494,Egypt_KhaledElNabawy,0.039707854,Egypt,,,,,,,,,,,0.039707854,Egypt_KhaledElNabawy,,,,,
11499,Lebanon_JadAbumrad,0.039705966,Lebanon,,,,,,,,0.039705966,Lebanon_JadAbumrad,,,,,,,,
11924,Lebanon_monasaliba,0.039702266,Lebanon,,,,,,,,0.039702266,Lebanon_monasaliba,,,,,,,,
7509,Iraq_BarhamSalih,0.039696157,Iraq,,0.039696157,Iraq_BarhamSalih,,,,,,,,,,,,,,
2494,Egypt_amrdiab,0.039686024,Egypt,,,,,,,,,,,0.039686024,Egypt_amrdiab,,,,,
7511,Iraq_BarhamSalih,0.039677143,Iraq,,0.039677143,Iraq_BarhamSalih,,,,,,,,,,,,,,
1068,amalmaher,0.03967385,Egypt,,,,,,,,,,,0.03967385,amalmaher,,,,,
6114,HamdyKandil,0.039672397,Egypt,,,,,,,,,,,0.039672397,HamdyKandil,,,,,
9395,Kuwait_@Dr_alwasmi,0.039669357,Kuwait,,,,,0.039669357,Kuwait_@Dr_alwasmi,,,,,,,,,,,
4504,Egypt_KhaledElNabawy,0.03965029,Egypt,,,,,,,,,,,0.03965029,Egypt_KhaledElNabawy,,,,,
221,Bahrain_khalidalkhalifa,0.039638482,Bahrain,,,,,,,,,,,,,,0.039638482,Bahrain_khalidalkhalifa,,
10188,Kuwait_@M_Jarallah,0.03963839,Kuwait,,,,,0.03963839,Kuwait_@M_Jarallah,,,,,,,,,,,
5041,Egypt_SamoZaen,0.039629303,Egypt,,,,,,,,,,,0.039629303,Egypt_SamoZaen,,,,,
1914,DrAliGomaa,0.039626356,Egypt,,,,,,,,,,,0.039626356,DrAliGomaa,,,,,
1561,AymanNour,0.039617524,Egypt,,,,,,,,,,,0.039617524,AymanNour,,,,,
10865,Lebanon_annabella_hilal,0.03961484,Lebanon,,,,,,,,0.03961484,Lebanon_annabella_hilal,,,,,,,,
8970,Kuwait_@Arbiani,0.039610494,Kuwait,,,,,0.039610494,Kuwait_@Arbiani,,,,,,,,,,,
7926,Iraq_itzbulbul,0.039605923,Iraq,,0.039605923,Iraq_itzbulbul,,,,,,,,,,,,,,
2658,Egypt_amremoussa,0.039595246,Egypt,,,,,,,,,,,0.039595246,Egypt_amremoussa,,,,,
533,Bahrain_sawsanalshaer,0.039593324,Bahrain,,,,,,,,,,,,,,0.039593324,Bahrain_sawsanalshaer,,
254,Bahrain_khalidalkhalifa,0.03958898,Bahrain,,,,,,,,,,,,,,0.03958898,Bahrain_khalidalkhalifa,,
2131,Egypt_Almoslemani,0.03958588,Egypt,,,,,,,,,,,0.03958588,Egypt_Almoslemani,,,,,
358,Bahrain_LameesDhaif,0.039581247,Bahrain,,,,,,,,,,,,,,0.039581247,Bahrain_LameesDhaif,,
6920,omertaher,0.03958098,Egypt,,,,,,,,,,,0.03958098,omertaher,,,,,
1172,Amradib,0.039575197,Egypt,,,,,,,,,,,0.039575197,Amradib,,,,,
9626,Kuwait_@HumoodAlkhudher,0.039567776,Kuwait,,,,,0.039567776,Kuwait_@HumoodAlkhudher,,,,,,,,,,,
3939,Egypt_Hamaki,0.039560966,Egypt,,,,,,,,,,,0.039560966,Egypt_Hamaki,,,,,
4939,Egypt_omertaher,0.039556704,Egypt,,,,,,,,,,,0.039556704,Egypt_omertaher,,,,,
11139,Lebanon_FayrouzOfficial,0.03954509,Lebanon,,,,,,,,0.03954509,Lebanon_FayrouzOfficial,,,,,,,,
7976,Iraq_khameskhanjar,0.039540216,Iraq,,0.039540216,Iraq_khameskhanjar,,,,,,,,,,,,,,
3279,Egypt_DrAliGomaa,0.039535042,Egypt,,,,,,,,,,,0.039535042,Egypt_DrAliGomaa,,,,,
1600,belalfadl,0.03953337,Egypt,,,,,,,,,,,0.03953337,belalfadl,,,,,
7663,Iraq_Erbil_iq,0.039531294,Iraq,,0.039531294,Iraq_Erbil_iq,,,,,,,,,,,,,,
10878,Lebanon_ArwaOnline,0.03953121,Lebanon,,,,,,,,0.03953121,Lebanon_ArwaOnline,,,,,,,,
11128,Lebanon_FayrouzOfficial,0.039519057,Lebanon,,,,,,,,0.039519057,Lebanon_FayrouzOfficial,,,,,,,,
1385,amremoussa,0.039517127,Egypt,,,,,,,,,,,0.039517127,amremoussa,,,,,
10831,Lebanon_AmalHijazi,0.03951307,Lebanon,,,,,,,,0.03951307,Lebanon_AmalHijazi,,,,,,,,
9239,Kuwait_@DrAlnefisi,0.039511845,Kuwait,,,,,0.039511845,Kuwait_@DrAlnefisi,,,,,,,,,,,
11744,Lebanon_mayadiab,0.039509803,Lebanon,,,,,,,,0.039509803,Lebanon_mayadiab,,,,,,,,
6209,HamzawyAmr,0.039500866,Egypt,,,,,,,,,,,0.039500866,HamzawyAmr,,,,,
4488,Egypt_KhaledElNabawy,0.039488196,Egypt,,,,,,,,,,,0.039488196,Egypt_KhaledElNabawy,,,,,
10375,Kuwait_@q8__q888,0.039483137,Kuwait,,,,,0.039483137,Kuwait_@q8__q888,,,,,,,,,,,
5358,Egypt_Yosraellozy,0.03947414,Egypt,,,,,,,,,,,0.03947414,Egypt_Yosraellozy,,,,,
7953,Iraq_khameskhanjar,0.03945745,Iraq,,0.03945745,Iraq_khameskhanjar,,,,,,,,,,,,,,
2036,Egypt_ahelmy,0.039456487,Egypt,,,,,,,,,,,0.039456487,Egypt_ahelmy,,,,,
1832,DrAbolfotoh,0.039454404,Egypt,,,,,,,,,,,0.039454404,DrAbolfotoh,,,,,
9402,Kuwait_@Dr_alwasmi,0.039454013,Kuwait,,,,,0.039454013,Kuwait_@Dr_alwasmi,,,,,,,,,,,
9087,Kuwait_@C10,0.039451156,Kuwait,,,,,0.039451156,Kuwait_@C10,,,,,,,,,,,
11716,Lebanon_JoumanaBouEid,0.039449587,Lebanon,,,,,,,,0.039449587,Lebanon_JoumanaBouEid,,,,,,,,
11225,Lebanon_HaifaWehbe,0.039447896,Lebanon,,,,,,,,0.039447896,Lebanon_HaifaWehbe,,,,,,,,
8976,Kuwait_@BarakatAlwegyan,0.039447293,Kuwait,,,,,0.039447293,Kuwait_@BarakatAlwegyan,,,,,,,,,,,
314,Bahrain_KUhp2222,0.039443217,Bahrain,,,,,,,,,,,,,,0.039443217,Bahrain_KUhp2222,,
4700,Egypt_MohammadSawy,0.039439045,Egypt,,,,,,,,,,,0.039439045,Egypt_MohammadSawy,,,,,
11814,Lebanon_Maya_Nasri,0.03943063,Lebanon,,,,,,,,0.03943063,Lebanon_Maya_Nasri,,,,,,,,
897,Almoslemani,0.03942984,Egypt,,,,,,,,,,,0.03942984,Almoslemani,,,,,
9853,Kuwait_@Kuw_2003,0.03942273,Kuwait,,,,,0.03942273,Kuwait_@Kuw_2003,,,,,,,,,,,
4648,Egypt_MoezMasoud,0.039406814,Egypt,,,,,,,,,,,0.039406814,Egypt_MoezMasoud,,,,,
268,Bahrain_khalidalkhalifa,0.039380256,Bahrain,,,,,,,,,,,,,,0.039380256,Bahrain_khalidalkhalifa,,
5622,Elmo_27,0.03937037,Egypt,,,,,,,,,,,0.03937037,Elmo_27,,,,,
8748,Kuwait_@aljerraisy,0.03936021,Kuwait,,,,,0.03936021,Kuwait_@aljerraisy,,,,,,,,,,,
569,Bahrain_ShailaSabt,0.03934875,Bahrain,,,,,,,,,,,,,,0.03934875,Bahrain_ShailaSabt,,
10392,Kuwait_@Richter_q8,0.0393484,Kuwait,,,,,0.0393484,Kuwait_@Richter_q8,,,,,,,,,,,
6371,hodakotb,0.039341286,Egypt,,,,,,,,,,,0.039341286,hodakotb,,,,,
1552,AsserYassin,0.039340265,Egypt,,,,,,,,,,,0.039340265,AsserYassin,,,,,
11241,Lebanon_HaifaWehbe,0.0393381,Lebanon,,,,,,,,0.0393381,Lebanon_HaifaWehbe,,,,,,,,
5148,Egypt_tamerhosny,0.039323233,Egypt,,,,,,,,,,,0.039323233,Egypt_tamerhosny,,,,,
4853,Egypt_naderbakkar,0.039314874,Egypt,,,,,,,,,,,0.039314874,Egypt_naderbakkar,,,,,
4159,Egypt_HamzawyAmr,0.03931072,Egypt,,,,,,,,,,,0.03931072,Egypt_HamzawyAmr,,,,,
4842,Egypt_naderbakkar,0.039306156,Egypt,,,,,,,,,,,0.039306156,Egypt_naderbakkar,,,,,
9277,Kuwait_@DrHAKEM,0.039281197,Kuwait,,,,,0.039281197,Kuwait_@DrHAKEM,,,,,,,,,,,
883,AlaaAswany,0.039269824,Egypt,,,,,,,,,,,0.039269824,AlaaAswany,,,,,
11456,Lebanon_JadAbumrad,0.03926576,Lebanon,,,,,,,,0.03926576,Lebanon_JadAbumrad,,,,,,,,
7306,YosriFouda,0.03926341,Egypt,,,,,,,,,,,0.03926341,YosriFouda,,,,,
10204,Kuwait_@M_Jarallah,0.039252546,Kuwait,,,,,0.039252546,Kuwait_@M_Jarallah,,,,,,,,,,,
4690,Egypt_MohammadSawy,0.039251864,Egypt,,,,,,,,,,,0.039251864,Egypt_MohammadSawy,,,,,
4361,Egypt_IdolAhmedGamal,0.039239462,Egypt,,,,,,,,,,,0.039239462,Egypt_IdolAhmedGamal,,,,,
1428,amrwaked,0.03923728,Egypt,,,,,,,,,,,0.03923728,amrwaked,,,,,
9021,Kuwait_@bo_5_,0.03923598,Kuwait,,,,,0.03923598,Kuwait_@bo_5_,,,,,,,,,,,
12045,Lebanon_NadineLabaki,0.039231934,Lebanon,,,,,,,,0.039231934,Lebanon_NadineLabaki,,,,,,,,
12057,Lebanon_NadineLabaki,0.039220832,Lebanon,,,,,,,,0.039220832,Lebanon_NadineLabaki,,,,,,,,
4782,Egypt_MuhammadMorsi,0.039214216,Egypt,,,,,,,,,,,0.039214216,Egypt_MuhammadMorsi,,,,,
8974,Kuwait_@BarakatAlwegyan,0.03921385,Kuwait,,,,,0.03921385,Kuwait_@BarakatAlwegyan,,,,,,,,,,,
11583,Lebanon_JohnDolmayan,0.0392119,Lebanon,,,,,,,,0.0392119,Lebanon_JohnDolmayan,,,,,,,,
10040,Kuwait_@m7amd115,0.03921175,Kuwait,,,,,0.03921175,Kuwait_@m7amd115,,,,,,,,,,,
2325,Egypt_amalmaher,0.039209075,Egypt,,,,,,,,,,,0.039209075,Egypt_amalmaher,,,,,
11543,Lebanon_Jessicaazar,0.039206102,Lebanon,,,,,,,,0.039206102,Lebanon_Jessicaazar,,,,,,,,
1878,DrAliGomaa,0.03920041,Egypt,,,,,,,,,,,0.03920041,DrAliGomaa,,,,,
5481,ElBaradei,0.03919719,Egypt,,,,,,,,,,,0.03919719,ElBaradei,,,,,
2497,Egypt_amrdiab,0.039191045,Egypt,,,,,,,,,,,0.039191045,Egypt_amrdiab,,,,,
7273,Yosraellozy,0.03918611,Egypt,,,,,,,,,,,0.03918611,Yosraellozy,,,,,
9220,Kuwait_@DrAlnefisi,0.039184466,Kuwait,,,,,0.039184466,Kuwait_@DrAlnefisi,,,,,,,,,,,
5418,Egypt_YosriFouda,0.03918328,Egypt,,,,,,,,,,,0.03918328,Egypt_YosriFouda,,,,,
5361,Egypt_Yosraellozy,0.03917749,Egypt,,,,,,,,,,,0.03917749,Egypt_Yosraellozy,,,,,
3056,Egypt_CarmenSoliman,0.039167475,Egypt,,,,,,,,,,,0.039167475,Egypt_CarmenSoliman,,,,,
5872,Geddo,0.039159346,Egypt,,,,,,,,,,,0.039159346,Geddo,,,,,
10212,Kuwait_@NabilAlawadhy,0.039152093,Kuwait,,,,,0.039152093,Kuwait_@NabilAlawadhy,,,,,,,,,,,
331,Bahrain_KUhp2222,0.039144173,Bahrain,,,,,,,,,,,,,,0.039144173,Bahrain_KUhp2222,,
4566,Egypt_MoatazAFattah,0.039132357,Egypt,,,,,,,,,,,0.039132357,Egypt_MoatazAFattah,,,,,
4464,Egypt_khaledalsawy,0.03912811,Egypt,,,,,,,,,,,0.03912811,Egypt_khaledalsawy,,,,,
9834,Kuwait_@ks1aa,0.03912381,Kuwait,,,,,0.03912381,Kuwait_@ks1aa,,,,,,,,,,,
469,Bahrain_mShareeda,0.03911513,Bahrain,,,,,,,,,,,,,,0.03911513,Bahrain_mShareeda,,
478,Bahrain_mShareeda,0.039114006,Bahrain,,,,,,,,,,,,,,0.039114006,Bahrain_mShareeda,,
4651,Egypt_MoezMasoud,0.039105758,Egypt,,,,,,,,,,,0.039105758,Egypt_MoezMasoud,,,,,
9356,Kuwait_@Dr_alwasmi,0.039099604,Kuwait,,,,,0.039099604,Kuwait_@Dr_alwasmi,,,,,,,,,,,
11474,Lebanon_JadAbumrad,0.03909314,Lebanon,,,,,,,,0.03909314,Lebanon_JadAbumrad,,,,,,,,
1250,amrdiab,0.03909147,Egypt,,,,,,,,,,,0.03909147,amrdiab,,,,,
3450,Egypt_Elmo_27,0.03907136,Egypt,,,,,,,,,,,0.03907136,Egypt_Elmo_27,,,,,
4497,Egypt_KhaledElNabawy,0.039067462,Egypt,,,,,,,,,,,0.039067462,Egypt_KhaledElNabawy,,,,,
9007,Kuwait_@bourashed,0.039058685,Kuwait,,,,,0.039058685,Kuwait_@bourashed,,,,,,,,,,,
9759,Kuwait_@IJalsharifi,0.0390574,Kuwait,,,,,0.0390574,Kuwait_@IJalsharifi,,,,,,,,,,,
6376,hodakotb,0.03905616,Egypt,,,,,,,,,,,0.03905616,hodakotb,,,,,
7895,Iraq_itzbulbul,0.039049745,Iraq,,0.039049745,Iraq_itzbulbul,,,,,,,,,,,,,,
9661,Kuwait_@HumoodAlkhudher,0.039032236,Kuwait,,,,,0.039032236,Kuwait_@HumoodAlkhudher,,,,,,,,,,,
4486,Egypt_KhaledElNabawy,0.039029397,Egypt,,,,,,,,,,,0.039029397,Egypt_KhaledElNabawy,,,,,
3573,Egypt_Essam_Sultan,0.039022245,Egypt,,,,,,,,,,,0.039022245,Egypt_Essam_Sultan,,,,,
4412,Egypt_Khaledali251,0.039012752,Egypt,,,,,,,,,,,0.039012752,Egypt_Khaledali251,,,,,
7056,tamerhosny,0.0390125,Egypt,,,,,,,,,,,0.0390125,tamerhosny,,,,,
5998,Hamaki,0.03900422,Egypt,,,,,,,,,,,0.03900422,Hamaki,,,,,
9285,Kuwait_@DrHAKEM,0.0389949,Kuwait,,,,,0.0389949,Kuwait_@DrHAKEM,,,,,,,,,,,
9549,Kuwait_@hamedzaidq8,0.03898476,Kuwait,,,,,0.03898476,Kuwait_@hamedzaidq8,,,,,,,,,,,
3283,Egypt_DrAliGomaa,0.038969465,Egypt,,,,,,,,,,,0.038969465,Egypt_DrAliGomaa,,,,,
12016,Lebanon_NadineLabaki,0.038968258,Lebanon,,,,,,,,0.038968258,Lebanon_NadineLabaki,,,,,,,,
296,Bahrain_KUhp2222,0.03896428,Bahrain,,,,,,,,,,,,,,0.03896428,Bahrain_KUhp2222,,
9841,Kuwait_@ks1aa,0.03896378,Kuwait,,,,,0.03896378,Kuwait_@ks1aa,,,,,,,,,,,
6102,HamdyKandil,0.038962647,Egypt,,,,,,,,,,,0.038962647,HamdyKandil,,,,,
2503,Egypt_amrdiab,0.03895616,Egypt,,,,,,,,,,,0.03895616,Egypt_amrdiab,,,,,
5869,Geddo,0.03894972,Egypt,,,,,,,,,,,0.03894972,Geddo,,,,,
8963,Kuwait_@Arbiani,0.038949676,Kuwait,,,,,0.038949676,Kuwait_@Arbiani,,,,,,,,,,,
11097,Lebanon_FayrouzOfficial,0.038943492,Lebanon,,,,,,,,0.038943492,Lebanon_FayrouzOfficial,,,,,,,,
11159,Lebanon_FayrouzOfficial,0.038936332,Lebanon,,,,,,,,0.038936332,Lebanon_FayrouzOfficial,,,,,,,,
2136,Egypt_Almoslemani,0.03891912,Egypt,,,,,,,,,,,0.03891912,Egypt_Almoslemani,,,,,
10104,Kuwait_@mdrd111,0.03891485,Kuwait,,,,,0.03891485,Kuwait_@mdrd111,,,,,,,,,,,
4874,Egypt_NaguibSawiris,0.038914185,Egypt,,,,,,,,,,,0.038914185,Egypt_NaguibSawiris,,,,,
11232,Lebanon_HaifaWehbe,0.03889627,Lebanon,,,,,,,,0.03889627,Lebanon_HaifaWehbe,,,,,,,,
6775,monazaki,0.03889338,Egypt,,,,,,,,,,,0.03889338,monazaki,,,,,
6328,HendSabry,0.03888973,Egypt,,,,,,,,,,,0.03888973,HendSabry,,,,,
2531,Egypt_amrdiab,0.03888762,Egypt,,,,,,,,,,,0.03888762,Egypt_amrdiab,,,,,
6327,HendSabry,0.03888671,Egypt,,,,,,,,,,,0.03888671,HendSabry,,,,,
4801,Egypt_MuhammadMorsi,0.03888184,Egypt,,,,,,,,,,,0.03888184,Egypt_MuhammadMorsi,,,,,
4885,Egypt_NaguibSawiris,0.038870826,Egypt,,,,,,,,,,,0.038870826,Egypt_NaguibSawiris,,,,,
8737,Kuwait_@aljerraisy,0.038862437,Kuwait,,,,,0.038862437,Kuwait_@aljerraisy,,,,,,,,,,,
992,alqaradawy,0.038857706,Egypt,,,,,,,,,,,0.038857706,alqaradawy,,,,,
2446,Egypt_Amradib,0.038837485,Egypt,,,,,,,,,,,0.038837485,Egypt_Amradib,,,,,
8439,Kuwait_@3GB_1,0.038835242,Kuwait,,,,,0.038835242,Kuwait_@3GB_1,,,,,,,,,,,
6946,omertaher,0.038833946,Egypt,,,,,,,,,,,0.038833946,omertaher,,,,,
10429,Kuwait_@Saad3alosh,0.038828935,Kuwait,,,,,0.038828935,Kuwait_@Saad3alosh,,,,,,,,,,,
1808,DrAbolfotoh,0.03882385,Egypt,,,,,,,,,,,0.03882385,DrAbolfotoh,,,,,
11948,Lebanon_Mr_kaaled,0.038819112,Lebanon,,,,,,,,0.038819112,Lebanon_Mr_kaaled,,,,,,,,
10884,Lebanon_ArwaOnline,0.038812898,Lebanon,,,,,,,,0.038812898,Lebanon_ArwaOnline,,,,,,,,
9802,Kuwait_@iNq8i,0.03879831,Kuwait,,,,,0.03879831,Kuwait_@iNq8i,,,,,,,,,,,
3651,Egypt_GalalAmer,0.03879343,Egypt,,,,,,,,,,,0.03879343,Egypt_GalalAmer,,,,,
1132,Amradib,0.038787056,Egypt,,,,,,,,,,,0.038787056,Amradib,,,,,
4843,Egypt_naderbakkar,0.03878527,Egypt,,,,,,,,,,,0.03878527,Egypt_naderbakkar,,,,,
9743,Kuwait_@IJalsharifi,0.03878384,Kuwait,,,,,0.03878384,Kuwait_@IJalsharifi,,,,,,,,,,,
642,Bahrain_srustiranjan,0.038776096,Bahrain,,,,,,,,,,,,,,0.038776096,Bahrain_srustiranjan,,
12205,Lebanon_Najib_Mikati,0.038775817,Lebanon,,,,,,,,0.038775817,Lebanon_Najib_Mikati,,,,,,,,
4888,Egypt_NaguibSawiris,0.038772374,Egypt,,,,,,,,,,,0.038772374,Egypt_NaguibSawiris,,,,,
7232,Yosraellozy,0.03877117,Egypt,,,,,,,,,,,0.03877117,Yosraellozy,,,,,
4761,Egypt_monazaki,0.038736887,Egypt,,,,,,,,,,,0.038736887,Egypt_monazaki,,,,,
11740,Lebanon_mayadiab,0.038736105,Lebanon,,,,,,,,0.038736105,Lebanon_mayadiab,,,,,,,,
11758,Lebanon_mayadiab,0.038735926,Lebanon,,,,,,,,0.038735926,Lebanon_mayadiab,,,,,,,,
7822,Iraq_Hiwaosman,0.038721073,Iraq,,0.038721073,Iraq_Hiwaosman,,,,,,,,,,,,,,
10698,Kuwait_@_Abdulwahab_,0.038720995,Kuwait,,,,,0.038720995,Kuwait_@_Abdulwahab_,,,,,,,,,,,
6881,NaguibSawiris,0.03871481,Egypt,,,,,,,,,,,0.03871481,NaguibSawiris,,,,,
2952,Egypt_belalfadl,0.038713217,Egypt,,,,,,,,,,,0.038713217,Egypt_belalfadl,,,,,
6992,Rolakharsa,0.03871131,Egypt,,,,,,,,,,,0.03871131,Rolakharsa,,,,,
6459,Khaledali251,0.038706493,Egypt,,,,,,,,,,,0.038706493,Khaledali251,,,,,
5598,Elmo_27,0.038703352,Egypt,,,,,,,,,,,0.038703352,Elmo_27,,,,,
12022,Lebanon_NadineLabaki,0.03869933,Lebanon,,,,,,,,0.03869933,Lebanon_NadineLabaki,,,,,,,,
2125,Egypt_Almoslemani,0.038688727,Egypt,,,,,,,,,,,0.038688727,Egypt_Almoslemani,,,,,
2843,Egypt_AsserYassin,0.038684446,Egypt,,,,,,,,,,,0.038684446,Egypt_AsserYassin,,,,,
5725,GalalAmer,0.038664088,Egypt,,,,,,,,,,,0.038664088,GalalAmer,,,,,
1556,AymanNour,0.038663365,Egypt,,,,,,,,,,,0.038663365,AymanNour,,,,,
5657,Essam_Sultan,0.038660564,Egypt,,,,,,,,,,,0.038660564,Essam_Sultan,,,,,
8760,Kuwait_@aljerraisy,0.038652897,Kuwait,,,,,0.038652897,Kuwait_@aljerraisy,,,,,,,,,,,
11173,Lebanon_Gebran_Bassil,0.038645566,Lebanon,,,,,,,,0.038645566,Lebanon_Gebran_Bassil,,,,,,,,
10422,Kuwait_@Saad3alosh,0.038643915,Kuwait,,,,,0.038643915,Kuwait_@Saad3alosh,,,,,,,,,,,
7751,Iraq_Hamzoz,0.038643114,Iraq,,0.038643114,Iraq_Hamzoz,,,,,,,,,,,,,,
5751,GalalAmer,0.03863558,Egypt,,,,,,,,,,,0.03863558,GalalAmer,,,,,
10802,Lebanon_alimouinjaber,0.038601145,Lebanon,,,,,,,,0.038601145,Lebanon_alimouinjaber,,,,,,,,
11253,Lebanon_HaririAMay,0.038573887,Lebanon,,,,,,,,0.038573887,Lebanon_HaririAMay,,,,,,,,
8459,Kuwait_@3LCHBOSAHAM,0.03857165,Kuwait,,,,,0.03857165,Kuwait_@3LCHBOSAHAM,,,,,,,,,,,
11318,Lebanon_hildakhalife,0.038570665,Lebanon,,,,,,,,0.038570665,Lebanon_hildakhalife,,,,,,,,
