1098,0.69272494,amalmaher,Egypt
9135,0.6597599,Kuwait_@DrAlmutawa,Kuwait
2356,0.65947455,Egypt_amalmaher,Egypt
1734,0.6528852,Donia,Egypt
1732,0.64855546,Donia,Egypt
1156,0.6480433,Amradib,Egypt
1148,0.64364827,Amradib,Egypt
1167,0.63800454,Amradib,Egypt
8713,0.6357975,Kuwait_@aljerraisy,Kuwait
8734,0.63156307,Kuwait_@aljerraisy,Kuwait
874,0.6302943,AlaaAswany,Egypt
9249,0.6272284,Kuwait_@DrAlnefisi,Kuwait
882,0.62719274,AlaaAswany,Egypt
871,0.62172854,AlaaAswany,Egypt
2173,0.6211058,Egypt_Almoslemani,Egypt
883,0.61976135,AlaaAswany,Egypt
881,0.6181427,AlaaAswany,Egypt
4425,0.6170124,Egypt_Khaledali251,Egypt
8717,0.6160039,Kuwait_@aljerraisy,Kuwait
1155,0.61559516,Amradib,Egypt
971,0.61537033,alnagar80,Egypt
5187,0.6152064,Egypt_trikaofficial,Egypt
5269,0.61338985,Egypt_waiel65,Egypt
877,0.61183965,AlaaAswany,Egypt
9231,0.6117215,Kuwait_@DrAlnefisi,Kuwait
10189,0.61153585,Kuwait_@M_Jarallah,Kuwait
9124,0.61121476,Kuwait_@DrAlmutawa,Kuwait
876,0.6093799,AlaaAswany,Egypt
9206,0.6085582,Kuwait_@DrAlnefisi,Kuwait
885,0.6078655,AlaaAswany,Egypt
879,0.6072337,AlaaAswany,Egypt
2344,0.60623133,Egypt_amalmaher,Egypt
884,0.60563374,AlaaAswany,Egypt
8725,0.6051958,Kuwait_@aljerraisy,Kuwait
873,0.60453784,AlaaAswany,Egypt
1132,0.6026017,Amradib,Egypt
3379,0.60220987,Egypt_ElBaradei,Egypt
9224,0.6020268,Kuwait_@DrAlnefisi,Kuwait
878,0.60105234,AlaaAswany,Egypt
9246,0.5991622,Kuwait_@DrAlnefisi,Kuwait
8733,0.59879833,Kuwait_@aljerraisy,Kuwait
1136,0.59773093,Amradib,Egypt
875,0.59724116,AlaaAswany,Egypt
870,0.5968157,AlaaAswany,Egypt
8722,0.59636104,Kuwait_@aljerraisy,Kuwait
5555,0.5953149,ELKILANYWAFAA,Egypt
8726,0.5950028,Kuwait_@aljerraisy,Kuwait
9591,0.5944421,Kuwait_@Haya_abdulsalam,Kuwait
880,0.5936697,AlaaAswany,Egypt
8714,0.59315884,Kuwait_@aljerraisy,Kuwait
8721,0.5924535,Kuwait_@aljerraisy,Kuwait
9204,0.58988404,Kuwait_@DrAlnefisi,Kuwait
9230,0.5896771,Kuwait_@DrAlnefisi,Kuwait
8732,0.58894324,Kuwait_@aljerraisy,Kuwait
9213,0.58885837,Kuwait_@DrAlnefisi,Kuwait
869,0.5886892,AlaaAswany,Egypt
2316,0.58606887,Egypt_amalmaher,Egypt
8730,0.5840157,Kuwait_@aljerraisy,Kuwait
8716,0.58384645,Kuwait_@aljerraisy,Kuwait
9622,0.5837436,Kuwait_@HumoodAlkhudher,Kuwait
872,0.58314776,AlaaAswany,Egypt
9212,0.58297145,Kuwait_@DrAlnefisi,Kuwait
9239,0.58238745,Kuwait_@DrAlnefisi,Kuwait
9205,0.58008325,Kuwait_@DrAlnefisi,Kuwait
9215,0.57905567,Kuwait_@DrAlnefisi,Kuwait
