7490,0.7390798
7464,0.66944826
9582,0.6650615
7483,0.66248107
7455,0.6571604
8854,0.654736
7493,0.6524063
3488,0.63325346
7481,0.6302161
7465,0.6290533
8867,0.62598866
7456,0.62223405
7484,0.61096644
7485,0.6046304
11285,0.58979845
7488,0.58783567
7461,0.5871736
7478,0.5800326
7649,0.5725646
7487,0.5703937
7447,0.5630083
8864,0.5629339
8859,0.5628919
9915,0.5606571
7450,0.5493326
7489,0.5488441
7457,0.5480906
11290,0.54282945
7466,0.5415835
920,0.53975344
8914,0.5265782
7444,0.524025
7486,0.5150676
7452,0.5145767
9319,0.5105765
7477,0.50769717
11288,0.49353006
7471,0.48824817
7451,0.4857695
7476,0.4849576
11293,0.48402277
11295,0.47709203
7472,0.47172624
11287,0.47137618
7445,0.46099937
7460,0.4605
9527,0.45237643
8374,0.45080927
9535,0.44718736
8878,0.44577125
3492,0.44557384
8892,0.44360322
7482,0.4398894
9524,0.43940148
11286,0.43925196
4581,0.43638095
8525,0.43289384
8868,0.43279296
10925,0.42572495
7479,0.42466113
10932,0.42287996
8860,0.42078376
11289,0.41951254
7462,0.41929007
7491,0.41633272
8863,0.41357824
7446,0.4120822
3481,0.41129822
8397,0.40633017
7449,0.4027139
8845,0.40219945
9440,0.39937478
7651,0.3970116
7653,0.39505458
9918,0.39296502
8913,0.3921228
7473,0.39205697
8526,0.3914285
11294,0.38826016
9443,0.38742173
9526,0.38667753
7448,0.38156456
9912,0.3815395
8856,0.3811733
9927,0.3800189
3494,0.37991512
2232,0.3794793
7654,0.37677333
9574,0.37372085
9559,0.37064487
8869,0.3699478
9525,0.36988834
4834,0.3698646
7470,0.36723468
10926,0.36456752
7492,0.36432672
11193,0.36363176
9528,0.36339325
7650,0.36052012
9923,0.35851052
7652,0.35765046
7233,0.3556783
9917,0.35412472
10931,0.35387573
8380,0.3512566
8861,0.3505696
9137,0.35045135
7469,0.34998244
9919,0.34963876
8529,0.34853444
3896,0.34707814
3069,0.34096667
9138,0.34053904
7454,0.33998567
9914,0.3387401
9928,0.33635473
9537,0.33536783
11297,0.33496258
9155,0.334539
9916,0.33414626
8897,0.33330843
8875,0.33215204
8375,0.32740292
8881,0.3273149
1669,0.32528526
7459,0.32407653
8870,0.32386214
3499,0.32310176
771,0.3219316
10921,0.31885535
9147,0.31808537
3487,0.3174959
9567,0.31685117
5078,0.31587905
2202,0.31497878
8899,0.3120676
9558,0.3091353
9441,0.30885655
11291,0.30852327
10933,0.30742794
8371,0.30646777
3489,0.30628723
11296,0.30604094
9921,0.30396986
8865,0.30330294
9932,0.30252784
9946,0.30205706
8528,0.3016147
8905,0.30057597
8904,0.30043477
11300,0.2993946
3495,0.29935732
8848,0.29834795
2230,0.29808488
2218,0.29572105
8531,0.29252845
11292,0.29159322
7355,0.29053196
9161,0.29051656
5810,0.2904058
9536,0.28943914
10928,0.28893796
8278,0.2867134
9929,0.28601265
9529,0.28574592
9565,0.2848438
8888,0.2831687
9573,0.2826209
3483,0.2823487
5095,0.28232846
8527,0.28157833
2228,0.28157273
2220,0.2815022
9553,0.28080055
10930,0.27815282
9707,0.2766914
8532,0.275847
8872,0.27574915
3490,0.27556416
8862,0.27500242
7353,0.27416056
7349,0.27369457
2201,0.27345037
7383,0.27276498
2225,0.27275527
9939,0.27234173
4576,0.2721222
7352,0.2720743
8383,0.27182025
11182,0.2707079
8847,0.27030203
9678,0.2693391
8898,0.26932067
10936,0.2692962
7359,0.26715294
8852,0.26649374
9925,0.26576376
6838,0.2647465
6660,0.26203066
8887,0.26084253
4426,0.26054624
3502,0.2599436
7463,0.2595665
9571,0.25927672
8855,0.2592507
8866,0.25916725
9329,0.25906405
11187,0.25888604
2237,0.2582935
8909,0.25675735
2227,0.25661513
7475,0.25616717
7480,0.2561487
9120,0.25520837
11179,0.2550095
9546,0.25461537
8907,0.2539572
8391,0.2538051
7372,0.25371334
3850,0.2533282
9931,0.25210804
3484,0.2514304
8378,0.24951047
8370,0.24947162
9974,0.24940619
7351,0.24829213
9557,0.24792582
9551,0.24772389
8530,0.24751286
8873,0.24737106
2312,0.24607214
10927,0.24565554
8880,0.24555764
3491,0.24540062
7354,0.24529088
9962,0.2442231
9963,0.24339412
8540,0.24335262
7360,0.24332602
11186,0.24261647
11188,0.24226731
9814,0.24220583
9313,0.2410874
9920,0.24018537
6752,0.24011311
9948,0.23957337
8849,0.2379239
2195,0.23659597
6749,0.23637459
7357,0.2362865
9148,0.23577546
7629,0.23557667
9149,0.23541933
4810,0.23502634
6659,0.23502511
8533,0.23482223
6658,0.23471534
573,0.23447788
4605,0.23419258
9255,0.23294641
8908,0.23271093
7791,0.23249443
8393,0.23221973
9327,0.23153722
9142,0.2314274
7638,0.23098622
7381,0.22980766
9705,0.22965322
9706,0.22917496
9569,0.22884485
8906,0.22882873
6094,0.22867578
6661,0.22862718
8871,0.22856286
9704,0.22822413
8876,0.22773682
1231,0.22722623
8877,0.22661532
3486,0.22659169
8328,0.22555883
8021,0.22536801
9703,0.22485328
9943,0.2239807
10915,0.22386003
6740,0.22382067
10929,0.22373916
2205,0.22364363
7375,0.22350755
9815,0.22331274
7328,0.22264117
1061,0.22221027
10914,0.22196804
6757,0.22190209
7337,0.22143076
9562,0.22111973
6657,0.22107407
565,0.22097352
7348,0.22082886
8321,0.2207762
8561,0.22069864
7371,0.2204887
9934,0.22016177
9146,0.2198708
11299,0.21953863
9579,0.2195313
9911,0.21897402
11192,0.21885625
11181,0.21866852
9256,0.21841393
5077,0.21746317
10912,0.21744916
9330,0.21706098
9555,0.21673293
10922,0.2163555
7803,0.2162486
8882,0.2161933
10916,0.2157537
6760,0.21549599
9554,0.21412468
9332,0.21353653
10918,0.21352723
1981,0.21234944
9964,0.21227007
8384,0.21149978
2196,0.21140182
6762,0.21115428
11579,0.21100706
8404,0.2108548
2231,0.2108284
8894,0.21038567
9257,0.21018109
2193,0.21000634
11508,0.20993748
7334,0.20983443
11189,0.20967737
9940,0.2093162
8853,0.20862328
7657,0.20852843
7630,0.20851843
1944,0.20805138
8376,0.20778695
9702,0.20768796
9534,0.2075312
9935,0.20749322
9156,0.20740546
5351,0.20692757
7633,0.20658366
9143,0.20630592
2197,0.20627041
9145,0.20569189
3547,0.2050223
9150,0.20499963
9809,0.20409577
9913,0.20390792
6750,0.20382082
2219,0.20378247
8535,0.2035807
6758,0.20341565
9550,0.2030904
9955,0.2028174
7358,0.20271091
10920,0.20264795
9334,0.20264693
2234,0.20259027
2215,0.20252638
3479,0.20184875
7380,0.20101312
8890,0.20099072
8879,0.20098677
8900,0.20089194
6756,0.200493
9708,0.20041876
1237,0.20027599
10913,0.19963634
6496,0.19943097
3503,0.19935577
9926,0.199292
5284,0.19928943
9139,0.19901766
7474,0.19897956
7614,0.19864875
6665,0.19849393
9162,0.19848993
6523,0.19804423
2223,0.19778734
8874,0.1975213
567,0.19730973
9547,0.19690664
2314,0.19671354
2233,0.19657509
9924,0.19641319
7384,0.195458
11623,0.19534914
1051,0.19521652
4821,0.19494256
8031,0.19477418
2890,0.19457802
10919,0.19457005
7329,0.19450086
9563,0.19449177
9333,0.1943216
9568,0.19409797
6662,0.19399254
8910,0.19389577
6759,0.19387986
3508,0.19380586
7610,0.19366102
9922,0.19365998
9560,0.19325455
9806,0.19318125
7250,0.19289996
9556,0.19216771
8241,0.19197595
8025,0.19169177
7370,0.19135365
9309,0.19123638
9322,0.19104122
7798,0.19103569
7331,0.1909526
10917,0.19094862
11084,0.19090205
7588,0.19072914
9813,0.19049576
2819,0.1902569
8857,0.19011533
6640,0.18990304
9144,0.18990165
7340,0.18953447
6491,0.1891104
7626,0.18904467
8926,0.18870755
4580,0.18869667
9331,0.188491
7350,0.18810779
10935,0.18807912
12080,0.18807675
9530,0.18803209
6664,0.18802267
11191,0.18784818
6763,0.1877179
6741,0.1874922
5291,0.18733492
6725,0.18732199
6726,0.18720654
8960,0.18688446
3504,0.18680562
8499,0.18651092
5067,0.18630573
9141,0.18613851
9976,0.18602715
3493,0.18567614
7790,0.18559474
7363,0.1849834
6753,0.18459849
7606,0.18388915
8028,0.18323857
6250,0.18295954
10923,0.18292987
8277,0.18230331
8324,0.18217981
10911,0.18216959
2007,0.18202408
8851,0.1819931
9817,0.18199092
9160,0.18197146
5063,0.18176322
3497,0.1816614
9317,0.18138526
8536,0.18135417
9968,0.18095152
1978,0.18063135
7368,0.18051879
4813,0.18036574
5053,0.18034446
1928,0.18033922
7356,0.18021809
10924,0.17996277
6907,0.1796211
8240,0.17956738
11085,0.17899923
7655,0.17897934
3521,0.17897096
7345,0.1787984
5114,0.17866541
10055,0.17831695
7379,0.17819719
11194,0.17806555
9819,0.17759031
5136,0.17742392
2929,0.17723265
8884,0.17684737
1983,0.17680255
8902,0.17670658
2199,0.17647332
5137,0.17632334
11083,0.17625435
7369,0.17625311
976,0.17582715
7623,0.1755443
3247,0.17541184
5540,0.17535092
6723,0.17519784
9538,0.17504042
1908,0.17503224
7377,0.17502214
2783,0.17501509
7726,0.17473197
8497,0.1746897
3241,0.17464674
560,0.17433524
9159,0.17425787
3485,0.17397249
3482,0.17395943
8026,0.1736056
3539,0.17357892
8903,0.1733759
7795,0.17331624
7346,0.17324468
1976,0.17317706
7339,0.1731377
4522,0.17288184
6257,0.17276923
11531,0.17257844
9807,0.17248575
9261,0.17234333
7157,0.17230551
8024,0.17221983
7792,0.1721766
7347,0.1721396
4582,0.17211539
2894,0.17191853
3553,0.17158853
7336,0.1713303
8279,0.17103931
7342,0.17099327
9153,0.1708391
5288,0.17081255
2207,0.17049678
8023,0.17031275
704,0.17017439
1193,0.1701044
9320,0.1697861
10454,0.16974844
8320,0.16966695
8498,0.16962548
1982,0.16949062
11190,0.16927919
8886,0.1690152
2895,0.16897967
7333,0.16888094
1990,0.16887188
2002,0.16872716
6764,0.1686119
5135,0.16846453
9056,0.16842024
6722,0.16817097
1936,0.16803408
9254,0.16791826
2188,0.16783255
